Country;Localite;Category;Value;Date;Sources;Link
Sierra Leone;National;Deaths;1830;26/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-183.pdf
Sierra Leone;Port Loko;Deaths;235;26/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-183.pdf
Sierra Leone;Pujehun;Deaths;21;26/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-183.pdf
Sierra Leone;Tonkolili;Deaths;107;26/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-183.pdf
Sierra Leone;Western Rural;Deaths;159;26/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-183.pdf
Sierra Leone;Western Urban (Freetown);Deaths;203;26/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-183.pdf
Sierra Leone;Kailahun;Deaths;267;27/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-184.pdf
Sierra Leone;Kenema;Deaths;266;27/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-184.pdf
Sierra Leone;Kono;Deaths;50;27/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-184.pdf
Sierra Leone;Kambia;Deaths;37;27/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-184.pdf
Sierra Leone;Koinadugu;Deaths;58;27/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-184.pdf
Sierra Leone;Bombali;Deaths;235;27/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-184.pdf
Sierra Leone;Tonkolili;Deaths;108;27/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-184.pdf
Sierra Leone;Port;Deaths;239;27/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-184.pdf
Sierra Leone;Pujehun;Deaths;21;27/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-184.pdf
Sierra Leone;Bo;Deaths;127;27/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-184.pdf
Sierra Leone;Moyamba;Deaths;69;27/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-184.pdf
Sierra Leone;Bonthe;Deaths;4;27/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-184.pdf
Sierra Leone;Western Rural;Deaths;205;27/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-184.pdf
Sierra Leone;Western Urban (Freetown);Deaths;161;27/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-184.pdf
Sierra Leone;National;Deaths;1847;27/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-184.pdf
Sierra Leone;Kailahun;Deaths;267;28/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-185.pdf
Sierra Leone;Kenema;Deaths;266;28/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-185.pdf
Sierra Leone;Kono;Deaths;52;28/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-185.pdf
Sierra Leone;Kambia;Deaths;38;28/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-185.pdf
Sierra Leone;Koinadugu;Deaths;58;28/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-185.pdf
Sierra Leone;Bombali;Deaths;236;28/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-185.pdf
Sierra Leone;Tonkolili;Deaths;108;28/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-185.pdf
Sierra Leone;Port;Deaths;239;28/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-185.pdf
Sierra Leone;Pujehun;Deaths;21;28/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-185.pdf
Sierra Leone;Bo;Deaths;128;28/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-185.pdf
Sierra Leone;Moyamba;Deaths;69;28/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-185.pdf
Sierra Leone;Bonthe;Deaths;4;28/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-185.pdf
Sierra Leone;Western Rural;Deaths;210;28/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-185.pdf
Sierra Leone;Western Urban (Freetown);Deaths;166;28/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-185.pdf
Sierra Leone;National;Deaths;1862;28/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-185.pdf
Sierra Leone;Kailahun;Deaths;267;29/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-186.pdf
Sierra Leone;Kenema;Deaths;266;29/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-186.pdf
Sierra Leone;Kono;Deaths;52;29/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-186.pdf
Sierra Leone;Kambia;Deaths;38;29/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-186.pdf
Sierra Leone;Koinadugu;Deaths;58;29/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-186.pdf
Sierra Leone;Bombali;Deaths;239;29/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-186.pdf
Sierra Leone;Tonkolili;Deaths;109;29/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-186.pdf
Sierra Leone;Port;Deaths;239;29/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-186.pdf
Sierra Leone;Pujehun;Deaths;21;29/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-186.pdf
Sierra Leone;Bo;Deaths;128;29/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-186.pdf
Sierra Leone;Moyamba;Deaths;69;29/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-186.pdf
Sierra Leone;Bonthe;Deaths;4;29/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-186.pdf
Sierra Leone;Western Rural;Deaths;222;29/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-186.pdf
Sierra Leone;Western Urban (Freetown);Deaths;176;29/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-186.pdf
Sierra Leone;National;Deaths;1888;29/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/11/Ebola-Situation-Report_Vol-186.pdf
Sierra Leone;Kailahun;Deaths;267;30/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-187.pdf
Sierra Leone;Kenema;Deaths;266;30/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-187.pdf
Sierra Leone;Kono;Deaths;52;30/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-187.pdf
Sierra Leone;Kambia;Deaths;39;30/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-187.pdf
Sierra Leone;Koinadugu;Deaths;58;30/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-187.pdf
Sierra Leone;Bombali;Deaths;241;30/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-187.pdf
Sierra Leone;Tonkolili;Deaths;109;30/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-187.pdf
Sierra Leone;Port;Deaths;249;30/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-187.pdf
Sierra Leone;Pujehun;Deaths;21;30/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-187.pdf
Sierra Leone;Bo;Deaths;129;30/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-187.pdf
Sierra Leone;Moyamba;Deaths;70;30/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-187.pdf
Sierra Leone;Bonthe;Deaths;4;30/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-187.pdf
Sierra Leone;Western Rural;Deaths;230;30/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-187.pdf
Sierra Leone;Western Urban (Freetown);Deaths;180;30/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-187.pdf
Sierra Leone;National;Deaths;1915;30/11/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-187.pdf
Sierra Leone;Kailahun;Deaths;267;01/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-188.pdf
Sierra Leone;Kenema;Deaths;266;01/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-188.pdf
Sierra Leone;Kono;Deaths;56;01/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-188.pdf
Sierra Leone;Kambia;Deaths;39;01/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-188.pdf
Sierra Leone;Koinadugu;Deaths;58;01/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-188.pdf
Sierra Leone;Bombali;Deaths;241;01/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-188.pdf
Sierra Leone;Tonkolili;Deaths;109;01/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-188.pdf
Sierra Leone;Port;Deaths;259;01/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-188.pdf
Sierra Leone;Pujehun;Deaths;21;01/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-188.pdf
Sierra Leone;Bo;Deaths;129;01/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-188.pdf
Sierra Leone;Moyamba;Deaths;70;01/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-188.pdf
Sierra Leone;Bonthe;Deaths;4;01/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-188.pdf
Sierra Leone;Western Rural;Deaths;237;01/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-188.pdf
Sierra Leone;Western Urban (Freetown);Deaths;185;01/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-188.pdf
Sierra Leone;National;Deaths;1941;01/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-188.pdf
Sierra Leone;Kailahun;Deaths;267;02/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-189.pdf
Sierra Leone;Kenema;Deaths;266;02/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-189.pdf
Sierra Leone;Kono;Deaths;57;02/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-189.pdf
Sierra Leone;Kambia;Deaths;39;02/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-189.pdf
Sierra Leone;Koinadugu;Deaths;58;02/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-189.pdf
Sierra Leone;Bombali;Deaths;243;02/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-189.pdf
Sierra Leone;Tonkolili;Deaths;109;02/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-189.pdf
Sierra Leone;Port;Deaths;263;02/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-189.pdf
Sierra Leone;Pujehun;Deaths;21;02/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-189.pdf
Sierra Leone;Bo;Deaths;130;02/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-189.pdf
Sierra Leone;Moyamba;Deaths;70;02/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-189.pdf
Sierra Leone;Bonthe;Deaths;4;02/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-189.pdf
Sierra Leone;Western Rural;Deaths;252;02/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-189.pdf
Sierra Leone;Western Urban (Freetown);Deaths;188;02/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-189.pdf
Sierra Leone;National;Deaths;1967;02/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-189.pdf
Sierra Leone;Kailahun;Deaths;267;04/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-191.pdf
Sierra Leone;Kenema;Deaths;266;04/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-191.pdf
Sierra Leone;Kono;Deaths;60;04/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-191.pdf
Sierra Leone;Kambia;Deaths;41;04/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-191.pdf
Sierra Leone;Koinadugu;Deaths;59;04/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-191.pdf
Sierra Leone;Bombali;Deaths;250;04/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-191.pdf
Sierra Leone;Tonkolili;Deaths;111;04/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-191.pdf
Sierra Leone;Port;Deaths;276;04/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-191.pdf
Sierra Leone;Pujehun;Deaths;21;04/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-191.pdf
Sierra Leone;Bo;Deaths;132;04/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-191.pdf
Sierra Leone;Moyamba;Deaths;71;04/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-191.pdf
Sierra Leone;Bonthe;Deaths;5;04/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-191.pdf
Sierra Leone;Western Rural;Deaths;262;04/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-191.pdf
Sierra Leone;Western Urban (Freetown);Deaths;193;04/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-191.pdf
Sierra Leone;National;Deaths;2014;04/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-191.pdf
Sierra Leone;Kailahun;Deaths;267;05/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-192.pdf
Sierra Leone;Kenema;Deaths;266;05/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-192.pdf
Sierra Leone;Kono;Deaths;60;05/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-192.pdf
Sierra Leone;Kambia;Deaths;41;05/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-192.pdf
Sierra Leone;Koinadugu;Deaths;59;05/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-192.pdf
Sierra Leone;Bombali;Deaths;255;05/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-192.pdf
Sierra Leone;Tonkolili;Deaths;111;05/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-192.pdf
Sierra Leone;Port;Deaths;280;05/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-192.pdf
Sierra Leone;Pujehun;Deaths;21;05/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-192.pdf
Sierra Leone;Bo;Deaths;133;05/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-192.pdf
Sierra Leone;Moyamba;Deaths;72;05/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-192.pdf
Sierra Leone;Bonthe;Deaths;5;05/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-192.pdf
Sierra Leone;Western Rural;Deaths;267;05/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-192.pdf
Sierra Leone;Western Urban (Freetown);Deaths;198;05/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-192.pdf
Sierra Leone;National;Deaths;2035;05/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-192.pdf
Sierra Leone;Kailahun;Deaths;267;06/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-193.pdf
Sierra Leone;Kenema;Deaths;266;06/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-193.pdf
Sierra Leone;Kono;Deaths;62;06/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-193.pdf
Sierra Leone;Kambia;Deaths;41;06/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-193.pdf
Sierra Leone;Koinadugu;Deaths;59;06/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-193.pdf
Sierra Leone;Bombali;Deaths;264;06/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-193.pdf
Sierra Leone;Tonkolili;Deaths;113;06/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-193.pdf
Sierra Leone;Port;Deaths;283;06/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-193.pdf
Sierra Leone;Pujehun;Deaths;21;06/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-193.pdf
Sierra Leone;Bo;Deaths;134;06/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-193.pdf
Sierra Leone;Moyamba;Deaths;73;06/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-193.pdf
Sierra Leone;Bonthe;Deaths;5;06/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-193.pdf
Sierra Leone;Western Rural;Deaths;279;06/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-193.pdf
Sierra Leone;Western Urban (Freetown);Deaths;207;06/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-193.pdf
Sierra Leone;National;Deaths;2074;06/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-193.pdf
Sierra Leone;Kailahun;Deaths;267;07/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-194.pdf
Sierra Leone;Kenema;Deaths;266;07/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-194.pdf
Sierra Leone;Kono;Deaths;62;07/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-194.pdf
Sierra Leone;Kambia;Deaths;41;07/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-194.pdf
Sierra Leone;Koinadugu;Deaths;59;07/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-194.pdf
Sierra Leone;Bombali;Deaths;266;07/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-194.pdf
Sierra Leone;Tonkolili;Deaths;113;07/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-194.pdf
Sierra Leone;Port;Deaths;288;07/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-194.pdf
Sierra Leone;Pujehun;Deaths;21;07/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-194.pdf
Sierra Leone;Bo;Deaths;136;07/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-194.pdf
Sierra Leone;Moyamba;Deaths;74;07/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-194.pdf
Sierra Leone;Bonthe;Deaths;6;07/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-194.pdf
Sierra Leone;Western Rural;Deaths;290;07/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-194.pdf
Sierra Leone;Western Urban (Freetown);Deaths;211;07/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-194.pdf
Sierra Leone;National;Deaths;2100;07/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-194.pdf
Sierra Leone;Kailahun;Deaths;267;08/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-195.pdf
Sierra Leone;Kenema;Deaths;266;08/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-195.pdf
Sierra Leone;Kono;Deaths;69;08/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-195.pdf
Sierra Leone;Kambia;Deaths;41;08/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-195.pdf
Sierra Leone;Koinadugu;Deaths;60;08/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-195.pdf
Sierra Leone;Bombali;Deaths;268;08/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-195.pdf
Sierra Leone;Tonkolili;Deaths;115;08/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-195.pdf
Sierra Leone;Port;Deaths;298;08/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-195.pdf
Sierra Leone;Pujehun;Deaths;21;08/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-195.pdf
Sierra Leone;Bo;Deaths;136;08/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-195.pdf
Sierra Leone;Moyamba;Deaths;74;08/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-195.pdf
Sierra Leone;Bonthe;Deaths;6;08/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-195.pdf
Sierra Leone;Western Rural;Deaths;303;08/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-195.pdf
Sierra Leone;Western Urban (Freetown);Deaths;228;08/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-195.pdf
Sierra Leone;National;Deaths;2152;08/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-195.pdf
Sierra Leone;Kailahun;Deaths;267;09/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-196.pdf
Sierra Leone;Kenema;Deaths;266;09/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-196.pdf
Sierra Leone;Kono;Deaths;72;09/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-196.pdf
Sierra Leone;Kambia;Deaths;41;09/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-196.pdf
Sierra Leone;Koinadugu;Deaths;61;09/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-196.pdf
Sierra Leone;Bombali;Deaths;268;09/12/2014;Gvt;http://health.gov.sl/wp-content/uploads/2014/12/Ebola-Situation-Report_Vol-196.pdf
